instance_id,exit_status,steps,trace_tokens,billed_tokens,cost_usd,correct,blocked_submission_count,list_symbols_called,radar_called,radar_tool_calls,radar_tool_output_chars,radar_verification_satisfied,tools_prompt
sympy-44,OSError,7,14021,14021,0.0,,0,0,True,1,2404,True,neutral
sympy-46,OSError,8,18105,18105,0.0,,0,1,True,1,2214,True,neutral
sympy-47,OSError,6,13978,13978,0.0,,0,0,True,1,2110,True,neutral
xarray-0,OSError,7,17256,17256,0.0,,0,1,True,1,2634,True,neutral
xarray-1,Submitted,14,39597,39597,0.0,,0,0,True,2,3445,True,neutral
sympy-45,LimitsExceeded,30,186486,186486,0.0,,0,0,True,3,145,True,neutral
xarray-2,Submitted,14,52320,52320,0.0,,3,3,True,1,2080,True,neutral
xarray-4,Submitted,3,5608,5608,0.0,,0,0,True,1,3274,True,neutral
xarray-5,Submitted,7,14520,14520,0.0,,0,0,True,2,125,True,neutral
xarray-3,Submitted,13,58706,58706,0.0,,0,0,True,1,2810,True,neutral
xarray-6,Submitted,6,13660,13660,0.0,,0,0,True,1,3266,True,neutral
xarray-8,Submitted,3,4794,4794,0.0,,0,0,True,1,2408,True,neutral
sympy-35,Submitted,12,96325,96325,0.0,,0,1,True,1,2881,True,neutral
xarray-7,Submitted,7,15511,15511,0.0,,0,1,True,1,2826,True,neutral
xarray-9,Submitted,6,12524,12524,0.0,,0,1,True,1,3380,True,neutral
xarray-10,Submitted,3,4714,4714,0.0,,0,0,True,1,2455,True,neutral
xarray-11,Submitted,4,7866,7866,0.0,,0,0,True,1,2523,True,neutral
xarray-14,Submitted,4,6281,6281,0.0,,0,0,True,1,56,True,neutral
xarray-13,Submitted,9,17821,17821,0.0,,0,0,True,1,2692,True,neutral
xarray-16,Submitted,5,15222,15222,0.0,,0,1,True,1,2130,True,neutral
xarray-12,OSError,12,48359,48359,0.0,,0,0,True,2,112,True,neutral
xarray-15,Submitted,9,19097,19097,0.0,,0,0,True,3,3213,True,neutral
xarray-18,Submitted,6,10642,10642,0.0,,0,1,True,3,3462,True,neutral
xarray-17,Submitted,10,35558,35558,0.0,,0,0,True,2,108,True,neutral
xarray-19,Submitted,8,16807,16807,0.0,,0,0,True,1,2539,True,neutral
xarray-20,Submitted,8,17373,17373,0.0,,0,0,True,1,2496,True,neutral
xarray-22,OSError,6,13386,13386,0.0,,0,0,True,1,3262,True,neutral
xarray-21,Submitted,6,13801,13801,0.0,,0,1,True,1,2555,True,neutral
xarray-24,Submitted,4,8598,10396,0.0,,0,1,True,1,3272,True,neutral
xarray-25,Submitted,6,23157,23157,0.0,,0,1,True,1,3258,True,neutral
xarray-26,Submitted,4,10000,10000,0.0,,0,0,True,1,2588,True,neutral
xarray-27,Submitted,4,14018,14018,0.0,,0,1,True,1,3405,True,neutral
xarray-28,Submitted,4,8072,8072,0.0,,0,0,True,1,2937,True,neutral
xarray-29,Submitted,3,5158,5158,0.0,,0,0,True,1,2962,True,neutral
xarray-31,Submitted,4,7744,7744,0.0,,0,1,True,1,3166,True,neutral
xarray-30,Submitted,5,10457,10457,0.0,,1,1,True,1,3410,True,neutral
xarray-32,Submitted,9,17593,17593,0.0,,2,0,True,1,1767,True,neutral
xarray-33,Submitted,7,41603,41603,0.0,,0,1,True,1,3474,True,neutral
xarray-35,Submitted,3,4569,4569,0.0,,0,0,True,1,2176,True,neutral
xarray-34,Submitted,5,13056,13056,0.0,,0,0,True,2,5157,True,neutral
xarray-36,Submitted,4,6973,6973,0.0,,0,1,True,1,2048,True,neutral
xarray-38,Submitted,3,7416,7416,0.0,,0,0,True,1,3462,True,neutral
xarray-37,Submitted,6,19544,19544,0.0,,0,0,True,1,2793,True,neutral
xarray-40,Submitted,3,6104,6104,0.0,,0,0,True,1,2293,True,neutral
xarray-39,Submitted,4,8468,8468,0.0,,0,1,True,1,3202,True,neutral
xarray-41,Submitted,3,5527,5527,0.0,,0,0,True,1,3894,True,neutral
xarray-42,Submitted,4,14047,14047,0.0,,0,1,True,1,3510,True,neutral
xarray-43,Submitted,3,4601,4601,0.0,,0,0,True,1,2375,True,neutral
xarray-44,Submitted,3,4671,4671,0.0,,0,0,True,1,2479,True,neutral
xarray-45,Submitted,6,22708,22708,0.0,,0,0,True,1,3490,True,neutral
xarray-47,Submitted,3,6571,6571,0.0,,0,0,True,1,3101,True,neutral
xarray-46,Submitted,13,80681,80681,0.0,,0,0,True,1,3325,True,neutral
sympy-29,ContextWindowExceededError,9,83606,139191,0.0,,0,0,True,2,6145,False,neutral
xarray-23,OSError,19,52224,53869,0.0,,0,0,True,1,2586,True,neutral
